software,algorithm,pop_size,max_evals,fitness,fold,llm_model,reference_fitness_train,best_patch_fitness_train,change_perc_train,reference_fitness_validate,patch_fitness_validate,change_perc_validate,patch_length,search_time_minutes,Vt,Vc,llm_patches_requested,llm_malformed_patches,llm_missing_patches,llm_malformed_ratio,llm_missing_ratio,train_log,validate_log
minisat_hack,FirstImprovement,None,100,Perf<Cycles>,4,None,49715346841.0,10613104445.0,-78.652,288080562.0,45591132.0,-84.174,5,16.8239,0.450,0.550,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780474692_FOLD4.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993301_FOLD4-val_1780474692_FirstImprovement.log
minisat_hack,UMDAAlgorithm,50,100,Perf<Cycles>,1,None,49115870709.0,41140260265.0,-16.238,294368300.0,304922928.0,3.586,1,17.688566666666667,0.480,0.630,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780474697_FOLD1.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993304_FOLD1-val_1780474697_UMDAAlgorithm_None.log
minisat_hack,GeneticProgrammingUniformConcat,50,100,Perf<Cycles>,4,None,49294047978.0,11658230553.0,-76.35,288586569.0,287277886.0,-0.453,2,17.990416666666665,0.600,0.680,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780474687_FOLD4.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993299_FOLD4-val_1780474687_GeneticProgrammingUniformConcat.log
minisat_hack,FirstImprovement,None,100,Perf<Cycles>,3,None,38093860592.0,34591410505.0,-9.194,11794687661.0,20574172166.0,74.436,5,18.696583333333333,0.450,0.570,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780474688_FOLD3.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993300_FOLD3-val_1780474688_FirstImprovement.log
minisat_hack,UMDAAlgorithm,50,100,Perf<Cycles>,4,None,48988550257.0,40638965217.0,-17.044,288782555.0,39910438.0,-86.18,2,20.947366666666667,0.490,0.590,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780474695_FOLD4.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993305_FOLD4-val_1780474695_UMDAAlgorithm_None.log
minisat_hack,RandomSearch,None,100,Perf<Cycles>,5,None,14052066692.0,13310433683.0,-5.278,36075256717.0,35827495418.0,-0.687,1,10.819716666666666,0.270,0.400,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780475660_FOLD5.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993326_FOLD5-val_1780475660_RandomSearch.log
minisat_hack,RandomSearch,None,100,Perf<Cycles>,2,None,48538062502.0,10691532662.0,-77.973,1248800200.0,1244590804.0,-0.337,1,13.204749999999999,0.280,0.380,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780475590_FOLD2.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993329_FOLD2-val_1780475590_RandomSearch.log
minisat_hack,RandomSearch,None,100,Perf<Cycles>,3,None,38086944264.0,25181218978.0,-33.885,11664915337.0,13824572841.0,18.514,1,13.913833333333335,0.340,0.470,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780475615_FOLD3.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993331_FOLD3-val_1780475615_RandomSearch.log
minisat_hack,RandomSearch,None,100,Perf<Cycles>,1,None,48991736585.0,11584093895.0,-76.355,292495520.0,290886931.0,-0.55,1,17.312116666666668,0.300,0.420,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780475532_FOLD1.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993335_FOLD1-val_1780475532_RandomSearch.log
minisat_hack,RandomSearch,None,100,Perf<Cycles>,4,None,48864854875.0,31207686790.0,-36.135,287692689.0,37642689.0,-86.916,1,22.547666666666665,0.430,0.530,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780475657_FOLD4.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993337_FOLD4-val_1780475657_RandomSearch.log
minisat_hack,GeneticProgrammingUniformConcat,50,250,Perf<Cycles>,5,None,13463961512.0,4925894018.0,-63.414,36221061393.0,7007652948.0,-80.653,1,15.353866666666667,0.708,0.752,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780477244_FOLD5.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993328_FOLD5-val_1780477244_GeneticProgrammingUniformConcat.log
minisat_hack,GeneticProgrammingUniformConcat,50,250,Perf<Cycles>,1,None,49245712660.0,30605961849.0,-37.851,292345255.0,464230253.0,58.795,2,29.077266666666667,0.744,0.796,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780477082_FOLD1.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993334_FOLD1-val_1780477082_GeneticProgrammingUniformConcat.log
minisat_hack,GeneticProgrammingUniformConcat,50,250,Perf<Cycles>,3,None,38026499924.0,4726552319.0,-87.57,11629673064.0,1367952948.0,-88.237,2,28.341633333333334,0.768,0.828,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780477150_FOLD3.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993327_FOLD3-val_1780477150_GeneticProgrammingUniformConcat.log
minisat_hack,GeneticProgrammingUniformConcat,50,250,Perf<Cycles>,2,None,48541281354.0,23828562908.0,-50.911,1247485524.0,1201444538.0,-3.691,2,30.713216666666664,0.696,0.736,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780477099_FOLD2.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993330_FOLD2-val_1780477099_GeneticProgrammingUniformConcat.log
minisat_hack,GeneticProgrammingUniformConcat,50,250,Perf<Cycles>,4,None,48947340610.0,11518795819.0,-76.467,288162263.0,287129017.0,-0.359,1,42.10305,0.760,0.816,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780477186_FOLD4.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993336_FOLD4-val_1780477186_GeneticProgrammingUniformConcat.log
minisat_hack,FirstImprovement,None,250,Perf<Cycles>,5,None,13416126923.0,4888310514.0,-63.564,36046708752.0,6918163863.0,-80.808,6,26.565549999999998,0.528,0.616,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780478693_FOLD5.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993364_FOLD5-val_1780478693_FirstImprovement.log
minisat_hack,FirstImprovement,None,250,Perf<Cycles>,1,None,48932518827.0,5057123107.0,-89.665,293990217.0,1038277637.0,253.167,6,41.03828333333333,0.496,0.604,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780478207_FOLD1.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993339_FOLD1-val_1780478207_FirstImprovement.log
minisat_hack,FirstImprovement,None,250,Perf<Cycles>,2,None,47929525644.0,9675429941.0,-79.813,1255122602.0,1569176523.0,25.022,9,42.68866666666667,0.456,0.616,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780478292_FOLD2.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993338_FOLD2-val_1780478292_FirstImprovement.log
minisat_hack,FirstImprovement,None,250,Perf<Cycles>,4,None,48901180090.0,3385369063.0,-93.077,287720536.0,39584437.0,-86.242,7,42.886783333333334,0.468,0.592,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780478601_FOLD4.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993340_FOLD4-val_1780478601_FirstImprovement.log
minisat_hack,FirstImprovement,None,250,Perf<Cycles>,3,None,37676448147.0,33804657706.0,-10.276,11621062931.0,20653420155.0,77.724,8,47.03151666666667,0.444,0.588,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780478388_FOLD3.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993341_FOLD3-val_1780478388_FirstImprovement.log
minisat_hack,UMDAAlgorithm,50,250,Perf<Cycles>,5,None,13485867382.0,4935465877.0,-63.403,36278571744.0,6927727408.0,-80.904,2,21.50025,0.568,0.616,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780480859_FOLD5.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993358_FOLD5-val_1780480859_UMDAAlgorithm_None.log
minisat_hack,UMDAAlgorithm,50,250,Perf<Cycles>,1,None,49379570535.0,41307960605.0,-16.346,293809332.0,302642630.0,3.006,2,34.13296666666667,0.576,0.652,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780480289_FOLD1.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993357_FOLD1-val_1780480289_UMDAAlgorithm_None.log
minisat_hack,UMDAAlgorithm,50,250,Perf<Cycles>,2,None,47979180466.0,37904865247.0,-20.997,1249908151.0,890761367.0,-28.734,2,45.241099999999996,0.576,0.668,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780480349_FOLD2.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993360_FOLD2-val_1780480349_UMDAAlgorithm_None.log
minisat_hack,UMDAAlgorithm,50,250,Perf<Cycles>,3,None,37614180917.0,25142039417.0,-33.158,11696031282.0,14639399832.0,25.166,2,42.92321666666667,0.540,0.664,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780480769_FOLD3.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993361_FOLD3-val_1780480769_UMDAAlgorithm_None.log
minisat_hack,UMDAAlgorithm,50,250,Perf<Cycles>,4,None,49589514243.0,40809247553.0,-17.706,286812912.0,38885745.0,-86.442,2,44.704566666666665,0.592,0.692,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780480799_FOLD4.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993356_FOLD4-val_1780480799_UMDAAlgorithm_None.log
minisat_hack,RandomSearch,None,250,Perf<Cycles>,5,None,13472428015.0,4936060423.0,-63.362,36051253617.0,6976622627.0,-80.648,1,29.2781,0.288,0.456,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780483318_FOLD5.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993368_FOLD5-val_1780483318_RandomSearch.log
minisat_hack,RandomSearch,None,250,Perf<Cycles>,1,None,49330438734.0,11618123567.0,-76.448,292992430.0,291616883.0,-0.469,1,41.02333333333333,0.284,0.420,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780483122_FOLD1.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993363_FOLD1-val_1780483122_RandomSearch.log
minisat_hack,RandomSearch,None,250,Perf<Cycles>,3,None,37919897948.0,8805250047.0,-76.779,11648878353.0,3136811118.0,-73.072,1,44.45601666666666,0.336,0.476,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780483153_FOLD3.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993362_FOLD3-val_1780483153_RandomSearch.log
minisat_hack,RandomSearch,None,250,Perf<Cycles>,2,None,48589777085.0,1202606757.0,-97.525,1248785077.0,199667892.0,-84.011,1,51.928666666666665,0.324,0.456,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780483154_FOLD2.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993359_FOLD2-val_1780483154_RandomSearch.log
minisat_hack,RandomSearch,None,250,Perf<Cycles>,4,None,49485121529.0,31344633189.0,-36.658,287669413.0,37810404.0,-86.856,1,58.06731666666667,0.384,0.520,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780483289_FOLD4.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993370_FOLD4-val_1780483289_RandomSearch.log
minisat_hack,GeneticProgrammingUniformConcat,50,500,Perf<Cycles>,5,None,13475072557.0,12599310295.0,-6.499,36064642620.0,34606227014.0,-4.044,3,41.56626666666667,0.760,0.806,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780487279_FOLD5.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993387_FOLD5-val_1780487279_GeneticProgrammingUniformConcat.log
minisat_hack,GeneticProgrammingUniformConcat,50,500,Perf<Cycles>,2,None,48497943794.0,45025538779.0,-7.16,1250540340.0,1322910801.0,5.787,5,76.14421666666667,0.788,0.820,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780486350_FOLD2.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993366_FOLD2-val_1780486350_GeneticProgrammingUniformConcat.log
minisat_hack,GeneticProgrammingUniformConcat,50,500,Perf<Cycles>,3,None,37997094524.0,4703535155.0,-87.621,11598636076.0,1368132537.0,-88.204,4,73.80096666666667,0.810,0.846,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780486859_FOLD3.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993367_FOLD3-val_1780486859_GeneticProgrammingUniformConcat.log
minisat_hack,GeneticProgrammingUniformConcat,50,500,Perf<Cycles>,4,None,49591523296.0,6801422894.0,-86.285,288332064.0,756008440.0,162.201,4,71.8811,0.800,0.844,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780487159_FOLD4.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993369_FOLD4-val_1780487159_GeneticProgrammingUniformConcat.log
minisat_hack,GeneticProgrammingUniformConcat,50,500,Perf<Cycles>,1,None,49735767668.0,21720856546.0,-56.327,294363905.0,2059685203.0,599.707,5,89.28155,0.796,0.844,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780486351_FOLD1.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993365_FOLD1-val_1780486351_GeneticProgrammingUniformConcat.log
minisat_hack,FirstImprovement,None,500,Perf<Cycles>,1,None,49434919419.0,3984185275.0,-91.941,293029178.0,519830698.0,77.399,12,50.189616666666666,0.508,0.614,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780489080_FOLD1.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993394_FOLD1-val_1780489080_FirstImprovement.log
minisat_hack,FirstImprovement,None,500,Perf<Cycles>,2,None,48490564984.0,5584473480.0,-88.483,1249079071.0,1119857789.0,-10.345,18,56.95931666666667,0.564,0.646,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780489200_FOLD2.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993389_FOLD2-val_1780489200_FirstImprovement.log
minisat_hack,FirstImprovement,None,500,Perf<Cycles>,5,None,13478270944.0,382301053.0,-97.164,36023400403.0,248339130.0,-99.311,10,52.33575,0.520,0.650,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780489829_FOLD5.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993391_FOLD5-val_1780489829_FirstImprovement.log
minisat_hack,FirstImprovement,None,500,Perf<Cycles>,3,None,37990614587.0,1838129921.0,-95.162,11591124833.0,797527815.0,-93.119,7,73.72381666666666,0.414,0.532,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780489649_FOLD3.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993392_FOLD3-val_1780489649_FirstImprovement.log
minisat_hack,FirstImprovement,None,500,Perf<Cycles>,4,None,49802357374.0,6251602243.0,-87.447,296201645.0,39013167.0,-86.829,10,80.57768333333334,0.506,0.620,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780489769_FOLD4.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993395_FOLD4-val_1780489769_FirstImprovement.log
minisat_hack,UMDAAlgorithm,50,500,Perf<Cycles>,5,None,13538806697.0,3002465153.0,-77.823,36358984451.0,2916630137.0,-91.978,2,44.333083333333335,0.580,0.670,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780493970_FOLD5.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993399_FOLD5-val_1780493970_UMDAAlgorithm_None.log
minisat_hack,UMDAAlgorithm,50,500,Perf<Cycles>,1,None,49673807639.0,37343777006.0,-24.822,292934425.0,307207180.0,4.872,2,86.84639999999999,0.598,0.690,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780493251_FOLD1.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993388_FOLD1-val_1780493251_UMDAAlgorithm_None.log
minisat_hack,UMDAAlgorithm,50,500,Perf<Cycles>,2,None,48573615859.0,1162939651.0,-97.606,1248618054.0,199957353.0,-83.986,2,91.25055,0.584,0.676,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780493490_FOLD2.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993390_FOLD2-val_1780493490_UMDAAlgorithm_None.log
minisat_hack,UMDAAlgorithm,50,500,Perf<Cycles>,4,None,49639383682.0,5824322605.0,-88.267,287803748.0,287486964.0,-0.11,2,101.98118333333333,0.608,0.702,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780493790_FOLD4.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993393_FOLD4-val_1780493790_UMDAAlgorithm_None.log
minisat_hack,UMDAAlgorithm,50,500,Perf<Cycles>,3,None,38028969782.0,8837738091.0,-76.761,11587487962.0,3118953630.0,-73.083,2,106.90296666666667,0.600,0.700,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780493610_FOLD3.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993386_FOLD3-val_1780493610_UMDAAlgorithm_None.log
minisat_hack,RandomSearch,None,500,Perf<Cycles>,1,None,49566460450.0,11609469069.0,-76.578,331215223.0,327799903.0,-1.031,1,93.59628333333333,0.308,0.442,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780498822_FOLD1.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1781712842_FOLD1-val_1780498822_RandomSearch.log
minisat_hack,RandomSearch,None,500,Perf<Cycles>,3,None,38142576175.0,4788414878.0,-87.446,14930479120.0,1659919413.0,-88.882,1,110.50493333333334,0.330,0.490,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780499512_FOLD3.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1781712843_FOLD3-val_1780499512_RandomSearch.log
minisat_hack,RandomSearch,None,500,Perf<Cycles>,2,None,48522326040.0,1203482268.0,-97.52,1524509385.0,224847986.0,-85.251,1,119.07428333333334,0.312,0.438,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780499038_FOLD2.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1781712844_FOLD2-val_1780499038_RandomSearch.log
minisat_hack,RandomSearch,None,500,Perf<Cycles>,5,None,13571906991.0,942516350.0,-93.055,47200159923.0,530084720.0,-98.877,1,107.00321666666667,0.320,0.502,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780499984_FOLD5.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1781712846_FOLD5-val_1780499984_RandomSearch.log
minisat_hack,RandomSearch,None,500,Perf<Cycles>,4,None,49599651934.0,31385357354.0,-36.723,333363120.0,41490384.0,-87.554,1,119.10533333333333,0.352,0.486,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780499620_FOLD4.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1781712845_FOLD4-val_1780499620_RandomSearch.log
minisat_hack,GeneticProgrammingUniformConcat,50,750,Perf<Cycles>,5,None,13592463383.0,936245113.0,-93.112,36390461621.0,459066019.0,-98.738,3,54.20955,0.808,0.847,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780507228_FOLD5.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993419_FOLD5-val_1780507228_GeneticProgrammingUniformConcat.log
minisat_hack,GeneticProgrammingUniformConcat,50,750,Perf<Cycles>,3,None,38145229221.0,4559629549.0,-88.047,11686255197.0,1363602335.0,-88.332,5,76.06375,0.825,0.861,None,None,None,None,None,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780506836_FOLD3.log,/home/pbermejo/GeneticImprovement/magpie/_magpie_logs/minisat_hack_1780993418_FOLD3-val_1780506836_GeneticProgrammingUniformConcat.log
